Население территории;Стоимость дома
21558.37574550794;1097701.9432920394
30013.29805408012;1412274.4860076832
34971.539554478935;1013443.43789406
25880.414407178087;893919.0388163759
31574.41047414688;1234531.6005033446
19345.40638275098;864702.9339482344
24534.371052158258;977024.1101963428
39756.36603068087;936148.5119028986
30600.604610810835;1056976.974840432
35750.28631328743;1040607.3120545676
44571.37813243252;1641101.5190131576
22011.945934054933;503065.50562420936
41215.29822776612;1296146.938859657
26377.268241545837;1164209.6193771295
33869.899539243444;999814.8898140816
36033.701431354224;1060897.6894523955
48306.7974039051;1848633.7242772903
36239.394116006486;617157.9102965128
29708.758081112013;857697.1254910927
45804.328907251416;1253434.3975152122
26601.557928080107;1635092.43276192
32032.141094990748;1524845.421902946
36183.2878037408;763869.6666647141
46188.16509216996;1376637.5056241709
23251.04669906775;1244440.1347023242
32050.575933478263;693931.501505761
42628.710738112146;1277744.7389113496
39569.8300633432;1539329.3188473182
29613.844003320068;903881.6638657488
38938.27120087747;896944.2442711681
44953.52365056783;1184758.8422742756
35036.19213486115;1731437.4159947769
37341.62134435234;762144.9261238109
44586.72495403092;1270905.0203813943
39385.68360069929;1000043.9033467687
43818.81313955185;1967637.286822351
28954.49749442801;1114779.246640951
31628.228054375966;671661.7134409613
28464.333891613736;1214986.885715444
16250.768829612098;1053236.599854908
44544.230458731035;1515005.3841638013
51673.962672985384;1732196.2167965611
43445.01589995213;1587122.3687081682
24199.052752783908;1184893.5601850909
22710.192188458182;1314348.6992100195
33320.39672498849;717825.3596950844
51662.317738907615;1441736.7608375724
37161.112602330446;1119542.3106088159
31551.86373056249;850977.0123103865
44706.718490129766;1655466.7358265226
33258.83438986172;1641739.5180614428
40283.249768007954;1369976.5013014628
39218.7591383165;1465835.8431777956
50194.10810502152;1789334.8514812703
10311.00139389188;863297.1766934411
50113.83690520741;1425366.413433149
49782.15206981128;2271112.743827721
31998.763251158754;1370699.722372912
34431.168736406515;1566740.127921427
47039.09364813422;1436995.2004509894
26576.391993777557;1345962.9549885315
34894.158826204926;1265180.9089164848
37378.95089279376;1061222.5368688365
42245.44640109312;1383967.4628174563
22552.535913364492;1051519.065766143
49083.66617585457;1550359.5484654682
42038.80334926804;1375057.08346865
49574.707811469874;1882978.9004367725
35528.50391339022;1274053.63988823
27699.0489709745;1426434.644374741
39369.300841312404;913587.0974474044
43348.488675454435;1116730.8669707328
35071.9959937904;1226586.921412926
51791.80812053077;1836978.483060492
30852.291106704244;1452153.8490584374
21880.050306247264;1294750.3677643542
28908.08678480198;1059870.9648322463
45540.9383571794;1615346.750005374
30767.313621642435;1107692.0033501994
51538.05679619745;2330289.700683439
41926.02442904174;1116193.292966236
39399.93645306102;1072253.833655116
29780.173075896022;1626941.7878663803
43609.462433786786;1669681.2313844662
39210.482621397336;806121.8394432169
39351.015622817904;1680252.7373371338
38413.49048363439;1186441.756443983
38251.81216901402;1766248.403252482
26690.70991448587;1641055.9390446388
30099.39506242485;1120894.8041941738
25091.823547473618;1325706.9008561426
36360.27380275296;1593347.8490790532
43522.68517785573;605073.4908029073
25271.93097528871;1064509.5226208074
37608.6797541397;872365.8799358037
40928.2841850533;1117741.7573242227
49398.25747638125;1935172.995020192
45359.02795369843;1668670.6558120956
35282.71402562679;1072704.8902154437
56294.43444424441;1914746.5822599519
18230.518926857807;839194.0689419047
23734.169590757705;1285157.8695856398
36291.145204443375;1433614.966745886
44768.68811023918;1459342.8867985625
44277.30063829904;1652845.980628764
30535.255599719283;725830.6020326181
53875.289012480775;1378863.6883772104
31256.223327945987;1003941.9288969066
41638.65686841232;729882.6248906897
40364.19314506623;1270047.528129398
49458.665068008115;1695706.1315254318
20270.541945446264;714822.5871702337
52563.979823338115;1462899.0314555492
32412.843141647696;1127260.1257513668
38376.46825413315;1014226.2985707616
37651.01453316747;852982.5643785995
29182.72060175757;830286.706578531
22804.99193518063;1938866.4898749
49001.90125027932;1247645.409710813
45206.725505035734;813415.1280677513
26910.32075304938;679373.4014719697
30323.739882806505;814879.206289094
40338.110367363246;1489540.134903209
36110.063088777264;1468738.7548690382
38977.9373897696;1859883.6612404825
42601.815301421164;1558758.7958587606
42768.45809803518;2120888.345209633
19844.172570111838;790598.8269883683
13983.301248749374;1137465.335917054
22272.186038331973;1369753.2817485817
26973.433430164678;1433221.1223841012
42385.400819339935;1373048.09902299
20214.598001694943;941950.5794564657
22061.585414775098;948279.9393794069
45068.599338396816;1365036.083757255
34699.25817641274;1289082.3630250026
42179.67004236304;1398979.2487082446
13108.017885153118;1559678.6133662397
37482.545756890926;1485677.0638068074
50538.01353581951;1553592.9799469227
41564.00629530107;1179278.0943348084
42721.28569441694;1262465.9893029726
34174.74427701327;1663509.3926240325
39536.80970290726;930011.5708874031
38082.48344281857;1584167.8513026515
50445.647367831814;2185480.090688329
44684.737194599475;1529028.714378661
22047.199107593184;998240.8507856096
29670.20231485293;513215.9882314093
25198.786673257597;1136448.408760456
42302.260998047685;1898668.843714463
26623.184160547946;1255576.272954358
46663.40274453411;1367641.27038369
25791.99498511981;1788285.2389932962
34216.691722075244;1230363.2340835028
40155.74284930333;1000216.8576741072
23031.170316310385;587007.8442399998
40239.28257455817;1734373.0438199642
37467.59631128944;762167.2533312994
24402.237312413683;1532845.7231194603
48711.554695594365;1243501.6508387062
36590.45041704584;1628878.093809486
44280.07605533664;1767330.9341487384
49355.97879044613;1308752.5044794169
29922.170196702245;1311681.4196841924
31822.485851089823;1567368.284951169
34894.576334253186;1126821.108811283
48433.82079056737;1473761.5318166828
50823.45978406418;1366000.5700998602
39890.297037566364;1677612.4421426
28555.787746336395;1789973.2052019918
30847.091610259424;1961715.8666920261
33201.07787486626;673225.1118895164
23811.233650613387;1230391.468297335
48649.61038544214;1124818.114195813
20068.155215715095;1090996.1430147758
41393.5940246699;1570154.414183986
21518.044924531376;685123.139313775
20211.43699369217;845553.3695012048
34967.075630842235;974805.9937128816
16409.116283863714;1247660.9897520877
35417.769647208625;1381417.2495046626
40137.50244291957;1726364.3979780802
26064.820316089223;961539.0599236458
28961.427759972164;1359978.159938887
34313.827696671964;1384466.4369129457
41717.72069147904;1531447.285281367
52265.60115657434;1418595.7271501643
31385.46298080693;1476386.9962728296
29954.617619343368;1168355.3197896334
28829.008830413517;1222701.0121116524
38711.034657946;987447.7774857914
33776.47845448507;982790.8710036385
21095.585694388225;527749.4038647808
40594.05929685124;1391232.526512257
24201.753077127552;1094321.8827550935
38535.72643176177;1610217.1770032381
28713.96202363791;1768705.125279147
36041.27531429473;1236258.07968267
28623.410322042928;1329007.2034481543
40684.07771531618;1704126.8763504997
40561.29710678556;1321888.2682999729
38906.857362811534;1113936.637831619
38532.980029677616;1043628.3703545422
48877.50096913292;1663653.7097575443
46139.13675959793;969678.5672887964
29996.018447962975;1183014.5086739515
26569.658723805343;957814.6031436813
25401.101881622304;912891.6805879999
40605.96743061841;1479758.3175267638
24448.211461042363;1431507.6234279652
43833.853436773024;1747911.4958528914
42566.5017740806;1563083.336016557
41113.00677372089;1425745.297148296
28483.811744760176;804453.869783905
36262.4269048276;1060440.595655847
41389.36487082298;954737.141064872
29465.99960841687;1152604.1415174222
31619.581700580507;955943.8090150155
22449.534004569647;433247.15658337076
43250.989967250585;1718876.794818775
34210.93607928893;1236874.809187995
31685.402692161864;682200.3005599922
31050.102814394762;1141916.5254388948
29258.988757675317;1162735.2719242666
41913.63690021112;1681340.6350211625
43258.644603096116;945981.5296322837
29770.083427580186;854045.0137671691
43281.5727419023;1372994.2901084968
15902.582017185101;414571.22293662146
45388.31358148449;1240319.6922110629
42382.75153235663;1640646.6698351519
57775.261391778906;1537335.8971195896
36712.20014080015;1337966.9267592845
42285.984677919216;1085113.4510746023
20915.81604993481;905328.7691457036
39526.566305327586;494742.5435776913
42092.88415678765;1237360.7184158338
20167.039988791552;864899.4849738175
31074.124918185502;1002192.5820706816
17244.970253692663;800110.1189013292
50097.950831553964;1410331.8251379866
43134.03806216383;1036382.7663054836
34162.956731244856;437146.0203506594
12906.254845433785;624432.9659944219
49411.41129512362;1179440.832253225
21319.99430135781;1740404.967434968
37875.550124644484;706135.1446389129
28318.75042412148;870252.4109644331
36038.959052889964;1106149.6856573927
46784.5385934462;1192677.550021043
39089.415712111055;2026303.098042327
35552.99117871315;1311473.3233082348
27227.813387107988;1123386.5312002872
22469.52253206344;1205750.231944608
17840.11678562297;1582140.0596046257
46981.926100933684;573434.664234319
29699.01163884173;1735826.0052053519
47073.79791801302;1052185.1759533966
25594.169030506942;1151281.847495203
37076.198459574305;1531216.8939163382
42292.564601385115;1103352.6009398182
34189.14345796525;308199.89116387354
40274.16664920394;1423296.118000431
40789.8258084466;1315684.456665318
23457.12639732587;637951.9055551022
33499.3327518184;1027191.0290126377
41872.643278477764;729678.6262103077
42249.324926245055;1676770.330573918
23723.074745639467;1569121.9165039782
26897.712051145932;874969.6968663778
36215.96254649309;1172413.196960207
50003.26101366604;1538985.1890983768
15625.552836916098;1286572.9785179656
18598.256078988816;1646033.4101836402
34771.659847716444;1147313.019816137
34971.82435393351;976483.5805106072
39002.90124503408;1073350.0443075988
34764.29222090601;1084255.6782722834
43340.293560641374;1432252.081073976
39298.23551860043;1676070.94296519
31735.763292013;1580557.01024894
45985.945747668025;1549873.8803569744
31011.36680683125;1989672.5239908115
44101.240526968766;1286980.8074177934
32356.997376967367;1752967.6049068572
38162.61294597664;1529711.139782688
42811.78159483078;1710612.0295451425
40796.67544905161;774009.5475941251
39295.70264982031;1536143.5919386302
39060.76507685311;1662939.0973972816
53738.626895462025;1443027.2630613688
41042.430871723336;1282258.0932930836
26083.320689086508;1245967.7994219905
18249.72059543581;1025908.9140528344
30411.18439401833;1380070.450117897
25092.66970007457;288708.9121479006
35692.27653969571;1247581.2116132637
43978.25753836604;1767399.2899479496
34277.63076403101;1588549.5007319287
35780.3549933541;1685217.1049444268
28214.363551308397;928950.0032485395
48122.1019507328;1565931.1916819147
43070.51538641273;926882.9194765616
43950.66237956852;1770616.9299354246
28734.937915613267;1279353.9245121088
53820.13277934219;530764.6724637834
28218.623278323834;1874895.6015691112
34605.3946203416;1422890.0208853702
40719.126791546136;1245788.3028062156
44500.35194488086;1248130.5205878613
31863.400046732026;1535564.5520297578
27772.67247058377;1709441.8064655743
52158.017142450684;1433260.2277418757
28007.89573256732;1282758.90307051
46682.340493096934;1682708.6168664237
31032.92030256709;624482.7635866479
54516.287464140085;1651684.77387328
23040.413579356507;768034.5330731972
35778.45866770661;1001876.6061552516
42643.14291416438;1500821.46909593
34010.04982622941;1273988.4829565596
48896.820118206844;1031046.3654266484
36128.990104423785;1508198.6717552186
30395.77603875937;773996.476231782
38072.395359842194;1723706.7585228554
34411.86807552117;1260826.637997184
30770.846815384048;1367142.71669501
29248.28287386893;1303091.9098629449
32732.161048305235;1341870.353786446
24559.013792548667;1188416.8057158843
24283.86989127787;1155077.1310055435
35478.582989526316;1048969.4932738757
25837.864484372996;1319478.28736545
40695.79785644974;1022408.9010463771
48115.42078025133;1394970.5985855695
36474.98799620042;1183343.566493446
42154.35659521088;1259919.9826535122
12950.5669137003;579585.6980204432
45688.10249954927;1591188.3484872938
31536.849077192983;1437153.9585319315
31247.580469287623;851018.9558331005
34141.69987531586;1321037.4136147692
29425.406195454198;1112286.046385043
47757.31797609701;1509968.9845722434
27835.53653968774;959625.5301771795
38737.28386088314;1032180.378259136
21387.62999245781;1232014.5271086118
49505.78370106866;1575100.9127873238
31182.38802004333;1257433.085604563
39900.44994668035;2173808.627715738
34863.85934845643;1115549.2680557359
44503.9174056517;1397956.1956462348
28299.463314908382;1003905.0595460527
57841.21935152157;1614373.9639831057
30518.818006355654;1463367.8208253654
32580.53935641588;966620.5141106972
43031.561697319885;1453663.2517569226
32436.28634288593;1321388.619330872
41919.90109509019;910512.6353617405
28439.358888905834;1029354.4948558316
49311.757781851615;1608889.263379709
25975.505829133326;1458009.2105256943
55471.78337923386;2198564.5726747084
47734.40706396432;1281777.5811675105
25424.034830009918;1196643.3845282209
36626.703993751085;1578493.7077838732
34472.303739646086;430088.25071462436
30773.25898887911;677988.2554676826
29802.46229429264;1085534.178573738
35183.720257909146;1634781.273826886
40493.06398072397;1167449.9898697315
34460.008266868586;1067727.0946673385
23264.370524603317;887739.4321039205
40177.87672037242;842924.5537726238
33970.36011401802;864067.0615371757
23763.197234467843;508951.5668799004
46877.145573032205;1223777.4976237444
44521.76285032272;1029037.4291364508
20846.539823747382;1487997.8786633243
38827.40580646517;1836419.6406684609
37355.86464341875;1148066.813058398
37816.79808467127;1318681.0401821504
40712.397774318844;1174481.0664142738
41297.07495602076;1522954.9389269138
19991.633401474297;1132146.3204353235
33285.95091390831;1212461.5263719282
28182.096101542422;864132.0330832003
35476.168797826984;1336377.8252537115
67353.96520386345;1747244.8633075694
47871.97183752802;1398353.590664104
42100.834121241794;2020158.3629417997
31326.338639647827;877779.3441184588
43604.792884258786;1255202.1098387921
37597.8684081931;1173413.5499918016
34303.41035402737;1326680.2444425127
51937.437088768886;1585521.9891128575
34652.257886506115;1106336.8383046896
29141.739776707705;962501.9015215624
51237.38840212226;1408074.5302975378
41930.375009238436;1266209.7532091062
54050.64468894166;1741052.959622036
44486.383067261166;1636559.2406042619
46314.690045832634;2318285.703336616
47118.42063477358;1409892.0897761208
13889.07601668718;1166198.115612074
41569.396454095666;1393995.961828271
41448.75224954623;1462608.6960220553
51629.318742309646;1922281.305339749
43964.658447361784;1587406.3028569715
39909.17530385131;967868.51456034
49688.03647184302;1426545.9673390274
33125.496427617974;1725429.7487406547
46270.33064122381;1753820.6224521047
15444.482612961785;321058.96071220515
28945.54600171317;1089601.88163052
48051.64765212778;1137523.110871686
37905.98378433242;1371670.3893379816
47450.668154711486;1595620.5571336322
37480.700048294384;1899948.0591423784
41715.54557893911;674657.9106630747
23052.846810117833;1555490.6208630775
45188.13964346588;1194191.8785113744
38221.13574588705;1482107.3699638068
11072.498530379722;1154917.3936116383
37743.40274683161;1050838.7041572668
33267.767727560946;31140.517620186045
25175.431248811143;1748864.714526891
30736.52838818432;1287030.9316908938
38529.64116656638;1237246.1448766096
22524.578480324013;1259733.6438110752
43526.161527709315;1028914.3150464958
39446.313057217776;1388218.5294499428
36837.81793095746;637189.9593712335
47836.246135548674;1717570.5299038426
26065.69265979245;729688.5926317396
41012.62101028541;2049146.6298961397
37515.5389962956;1340705.1192224377
40337.234249461886;980983.2109523584
45935.961642547605;1518169.4438087675
40951.239299808396;1002840.2285939913
27771.54450515459;1499920.5935294242
36035.541901365315;1496577.458586566
37217.643378804285;1526915.3490131241
14522.65907136941;917610.888395342
32859.517646963504;1572990.3735681803
42877.51748680959;959416.4366620412
23632.230414746857;960083.9968510192
40426.526701593066;1526025.6590792213
23252.90621275731;1006885.8444127028
50996.644759687064;1105105.053319637
27677.88278034065;625880.7320537643
27117.79842753444;1799827.2201704425
38340.731395560535;1152798.578967208
47989.680210941486;846095.9673147105
19502.02714419978;1387864.8896270732
47734.10221371974;1414286.7224241218
36743.268339026465;1273308.7102709205
44557.37965578726;1489648.017667954
55932.22273282906;1765988.2635372104
27117.892100255853;934111.6355005292
30812.59819079958;1095879.4433997157
15612.67720593723;876348.8176248398
40739.87734726719;854945.506711949
28392.290355628233;1349743.1463910898
39735.70448834474;970825.5963839759
46091.78912865956;1796009.5040461638
41982.90666583771;934492.3423844691
28171.985010499327;584061.2474302108
27804.83013471196;895845.5654869695
17467.944233636936;696040.1299034554
40979.5303858896;1204137.3233669451
47175.787662606126;1413729.7574052191
28593.009207270334;607873.7727559933
36241.30098912795;971099.4753986859
49411.887827032384;1714055.8368001159
46500.057425016086;1956438.6514352525
50350.27064771071;2013015.7460613858
26263.054962893148;1390497.5661776802
31608.06227365356;1529452.0617767374
42857.370958479245;1143215.0294731287
42808.647778201215;1949577.954405674
37358.20126641253;1057799.2416354215
25593.117922402518;1585873.833196516
37824.71167204178;1168993.7588005515
35107.139075241095;1431915.9770081681
43987.877128801214;1409439.0758724706
51218.99898813287;1496724.3806064818
50891.202389717386;1566567.883138695
31200.967833100985;986113.2394973056
33238.33273601452;885611.5782624667
32075.267518907454;1102259.5385569
38272.92155985284;1268125.8377629935
34514.158561094955;1580691.6168731612
36337.02712143875;1128644.4616760088
58051.03904696995;1524689.063301804
36804.948671229664;1176420.5593819122
34639.41154347621;1456273.723935143
31105.11339241056;1777516.4494720032
23592.15758825931;1237902.8200737466
49697.9327855632;1385783.5170925185
49354.12973208958;1035125.8566511944
30053.43718853063;1358899.686177901
48109.11230469966;1311145.9682970895
42177.96629192023;919926.9985237204
40277.39453827049;985866.0316492678
30985.336523930517;1196204.8862624606
30611.54332843366;1435981.219914465
24726.104743705724;752800.1475251733
25139.449943535543;324981.9929926853
22904.14663578881;1127637.5573666021
25801.965928848993;239319.93417545114
37766.66757213733;529282.0843920948
20096.29141718864;1455691.796506957
39288.460146024525;1371527.3270118241
43474.77737887543;1231452.1888837516
63184.613147230324;1102641.11402327
29293.618951811826;758262.6121106534
27812.685913765657;476971.4559427722
44852.092495039375;1706689.9397544104
30482.564587483936;1079745.1185021442
24405.2827202131;766594.3397096981
38099.86748550607;905045.2177063724
34878.59725281936;1425114.7177661485
51509.599291698665;1512542.4410778387
46674.36500679373;1650342.1306428087
16351.202874057586;1112548.4789896887
18539.100697544844;942508.962238668
38550.70736292784;1642844.648635587
34944.98176104173;1078713.2270293708
27528.74641975045;1333865.4377201414
24387.60789571028;684049.9193111222
46608.226117185615;1311067.4456660468
53100.99890821945;1172133.4868414924
42905.09538060709;1419536.2589499224
34374.591199644245;1288426.6939028532
30070.728060908375;1500939.8265608612
42191.776016416916;1000087.1206321408
31584.3793734367;1457767.5326477357
42250.79603197367;747933.4869386142
25273.207851678784;1024738.2849269824
39055.11426283602;1517666.854519622
25064.26711967296;953840.6976020308
46955.01012923149;1375497.9729216115
37811.208875140495;1645530.0559431878
35014.84821416971;1727006.9506782219
40512.89326740041;1597330.4114850054
49054.87129695447;1688279.3081102488
37815.49403532158;1398310.2001422904
40788.109278329895;1100093.909275263
36463.03326830585;1505560.5399742462
27143.016922477163;1105990.6937738706
23503.160639672817;789043.8511966037
45111.81138755741;756319.7340442679
36954.33555676749;1856782.7829208511
41264.90671543541;1222020.821335913
41553.839562305075;1043968.3994445396
48481.664506376306;1673294.2461963831
40496.06976891665;1325860.533421939
33141.30822618058;1236044.315553221
37973.363339941716;1030759.6998373716
37067.682458651136;1609581.8042977294
29758.999722653432;1292287.0948426991
28943.157635514435;1057697.7028297973
32730.929711979712;768152.7910253734
31327.518878734933;1513427.551164361
28053.016396977797;1429497.6171416596
39917.87888580145;1376969.9288002914
37836.51781926223;614700.7371485097
19750.689081038126;780608.9935174572
25002.19225225964;856548.94412853
47125.53294160802;1656080.0890892637
33186.70175765985;1249914.0785097177
28364.2866607879;817460.4216248231
33581.823708989694;990893.1600715704
27244.43911301611;972079.5875536922
24407.243175577725;1349989.646728484
38399.835710872205;1303542.2825080787
41330.60855618454;593766.1847676778
49237.40432399917;1243918.8107245015
24624.647796888803;1395855.656281703
37791.01751347709;1112314.302911407
14906.24662084764;850010.1815527306
30200.10650861313;931787.61793679
34944.068604684384;1011140.7992689414
50997.649707447694;1190442.1227402529
45592.38757613137;916140.2212497431
39353.6839322159;1222045.0908874616
22121.54729015616;1232156.01224821
37388.85260455219;652752.9727099423
32306.668519064613;1219846.9185098251
40078.543566705535;2050988.4966792744
29887.45168084395;1359052.8457646829
31190.670697535814;1308773.0784993526
39587.95296455582;1573998.9022596634
40897.02521282198;1182980.6042717127
48253.276636479655;1029861.6229008451
33543.04806432776;1085943.0760246022
40328.23343684351;1713351.3941515046
42115.14601691982;1297619.3482987224
23162.54733803269;1096052.8677200165
44869.50694756135;1920527.529755651
29304.17221617749;1035171.059640798
32705.94933115129;1218011.060787834
43299.010773284535;1106705.0110905366
33656.23096067292;664978.8737768901
30464.044036834555;1316129.3090572685
33434.11258912063;1398760.046508387
14486.825952391382;759799.8758389656
13977.629784505923;776906.326934832
29408.946391698497;971928.9868990355
29829.062800820087;1180091.4978196998
30037.991348371652;1201785.6666717983
50003.086586368554;1591234.7734067757
24435.777301862807;143027.36445248185
36778.29264008214;1091143.398762329
47783.304889982646;1249173.6911755214
45581.92160606442;2002028.631998704
20600.511000269773;824540.8963674724
35048.26333847522;1511526.92112864
25053.974898039985;994257.5352248872
53539.19695227368;1345296.5544381766
29401.14446297049;1166399.6717979263
39779.647229715716;1820981.2191220296
25327.68669623837;1023965.4034107302
34641.565084709226;889385.9015842597
29114.288143061065;616738.2083315281
49015.28464850158;1784260.8487219375
51528.83585214408;1050541.31394844
37894.649678955466;1389223.6071214746
29197.33649535915;1423908.257928105
46303.36459532387;1069238.4997052513
45563.717013846064;1007856.266240042
48220.315233427435;924346.1648024169
27855.39454191609;1453312.4679297975
21371.923786956202;782656.0804195708
25377.136744577165;803689.1519380857
23976.7138535978;1439875.6398384804
26921.603646529227;1270869.783171925
53490.13478404241;1347279.207217475
39522.90957037146;2186194.7925734245
41554.070402946076;1082486.679285127
26319.720009853623;1700109.6075385266
37863.58217694542;1623100.839875627
39187.76583261419;943309.4486039542
46136.029901116315;1409684.4851189125
37965.3742068789;1326481.6746851509
17403.090747900314;404643.60224269313
47966.9168301658;1176655.0853813165
43867.844544727785;633875.9302099622
29282.573814085456;1390251.419934081
41998.56887992188;861138.1836401307
47452.38543448381;1151233.0954609385
25753.28312030552;686644.610408734
33036.19962075127;1261681.960817626
40814.928512838414;1327811.34262042
43828.947207425765;1339096.0772451318
30874.6988626576;987355.96092124
36185.05005613952;1384478.3045482538
40444.191172113184;1168919.40079419
51497.66578425832;1522099.830788929
31568.895691776157;1260374.9663434993
28122.233381548896;857762.316993493
29892.06843070597;1126450.4261744465
48616.26462527152;1574084.9269837418
39760.20639991666;469262.8155752149
28173.39447065815;1114169.0373830057
60658.295873207804;1792368.627274575
45319.99303945677;1383842.1850595959
37934.96743265513;691318.2401412788
30113.83269414478;1245070.33791015
47128.880986602606;2220799.0691561657
31010.221421538383;854815.1175016209
46361.69458202527;2092348.3772236547
30795.107993265825;781213.0669276181
19544.751963598832;726883.8689485132
44581.747577851806;1640990.378462931
40562.18894767978;1535781.9598291912
57644.209074964325;1737759.0500294531
36414.72944506635;1550702.478402551
29888.76471241789;1348873.4268637958
34182.496173997446;955445.853671163
38501.95509617417;1467910.5694426084
36544.318587356676;1742938.7760231788
38203.173532082285;1795630.9127150138
3285.4505375208782;1305972.219978079
31391.268467611128;1433542.021277525
37540.31002608573;921396.9752541515
47332.138623987405;1405399.8550982492
30210.764655365067;1088548.8265538793
27701.02065190123;738030.6498645385
48112.200174348865;2235294.7182697523
52831.1531141525;1564252.5257374863
24134.413995578037;1309937.3987664254
23752.36100885612;1660770.001712214
31142.842025721144;1485418.1022610776
25861.92822986038;886124.7256403731
35521.04918077712;1411024.0439091797
31185.883332321937;671343.9417927802
41492.18016776609;992585.3823256809
27768.584554921745;944590.1588346951
40523.28930089284;1399909.0486968765
32725.279543574918;865099.5233723286
43971.51413514142;1394423.555643988
40891.61562751914;813807.6997244997
55849.948059136506;1316180.4935914932
31125.55872988556;1212205.340652621
57970.2427895047;1769484.8931096962
31335.595021887697;541953.9056802422
37869.936812400134;1494101.444719538
37642.02655291384;856022.8624638612
38111.35301615624;1427842.5062336754
27616.095454831295;1228138.1291208954
34440.64065155147;1168627.6508344968
52079.18818263737;1389287.4738699936
51096.88854585877;1243981.9458579402
52733.98798392807;1584439.7128321175
52945.84342249207;1622837.3530338
24965.902162664042;1031146.7545545298
31189.364070991905;1098518.1336854908
34538.754924657835;909781.4667682184
47992.34474372509;1431517.43889219
31135.513490005385;1636996.0736033912
61126.73207201832;1658974.5669639187
35276.65257168938;1168887.4593327818
43570.942015436536;1720258.777124667
43301.32596378965;1129408.8701258716
27725.855656412743;778836.9229045416
32865.027981327854;1276471.5809718044
26414.747421658285;839426.1221799824
42889.66610250265;794075.861502829
29548.189889170924;1372549.7824922143
32255.90830229346;1084539.3870624043
33663.6692440211;211017.97049475575
33454.084284971956;1186372.1785061008
16288.314572264562;1140918.805465924
49890.508275327426;1471828.128839903
38263.48423099938;803259.6125594131
34818.71841991863;1124719.4901653505
25962.771179474203;1396401.0215001123
30730.401511612446;802274.128946526
35106.5461447725;1646662.9106811616
38368.280277643134;1202621.178416139
46060.3699316283;1066768.0000586305
40549.35680539309;1153135.2202940069
44920.24554555017;1706110.8599930475
40282.036637489095;1543913.4325132673
33836.92806315554;302307.4010604978
26341.09557190019;1134055.4030579363
38950.15521729476;1352756.7526296007
69592.04023598543;1772390.553273201
39586.38351337601;1014450.6537930905
43183.51610367632;781137.4618305188
34655.93990709911;921238.3583329738
40092.5162028214;790555.5204463231
38313.828918517385;1420648.2808698171
23925.621468269048;377618.96990141843
44305.7221635636;945079.5323020808
37647.66604364541;1630952.883556368
19103.12711492669;1009972.0834733574
35376.99073281176;1372806.6163663396
41565.02608123362;560598.5384309639
37562.548061498965;1484653.884070311
32764.43591403077;940138.9613987308
37339.55589556337;1354077.498237712
43122.574175988586;1400961.2787884492
36215.15942437233;1426832.048925821
27089.049167305155;1031737.3848127612
30249.030417778995;1244248.524945985
31925.675361140038;1070868.0665304598
25545.9239439724;493350.03116758907
23530.90630879894;1228323.224905942
46459.25100424069;1427026.945021006
40620.66299900545;1504664.2808396954
49512.90932335377;689155.5684279174
42582.934666842644;1481171.234478745
35879.91366699962;1092649.7088299526
36380.57032695496;962581.6883270745
24553.459866628866;688479.2925910209
38773.02081950785;1363106.125282448
25009.060520017887;826328.1083526685
36533.83777923328;1434575.1099082837
39816.749113490885;1509422.5799431615
10704.821908621432;395440.2021544269
46298.316107010265;1765809.432066297
38555.067575377616;1135676.1831042888
19560.2134911108;1006227.5349955284
29519.884772501315;576387.1752221297
39200.86656972666;1044615.5216101495
49140.66901437321;1765352.365907112
28737.110755907623;1049632.1806835157
35193.91648163236;1456969.5768219475
33498.93175670087;1331374.9476177315
37271.156025238066;1779874.753762815
46302.40158712836;1601152.932247011
32621.104848095634;1702528.7940186085
36679.18742741142;1123765.3462531995
18163.773616635197;1042144.2309165346
34043.22654712785;869026.5819988098
32639.638031495473;1352993.6247858482
28995.093052956483;945931.1936264844
37565.54052171784;1653381.3129239974
28319.633430858346;1258957.6199939076
32940.794781501514;724121.6733840894
34981.39400136687;1067871.6867719095
36651.51946740345;842235.8033529122
38397.566948293534;954154.2068994228
46239.170132596926;1356691.3872020654
30022.537172559598;1202992.8841231456
53185.200346583515;1502447.916728789
53000.768090632766;1947338.4401352475
33828.45487642492;1153516.9190034647
31451.093010067358;414165.22036082624
26627.386471790567;723089.9525266482
40063.42109626228;1193482.5030929646
38191.03227428696;1380602.5555813394
19682.347294817915;151527.0826265551
36841.17614270281;1114729.7245235315
13981.435485547241;984421.2252794616
49457.179372768915;875904.5285939977
28995.964139836877;788427.8399198116
44561.33359231657;1444701.3279198643
41199.25222554668;1450393.5304145708
19908.13073958441;921321.0150468872
20547.618635293507;1160146.171270086
24944.34177149072;1222689.5233795908
59974.62658993424;2004396.3723036903
23557.36165410528;454055.65585268044
45801.433194655314;1698198.7513699988
34828.428515967855;1193106.940198023
38784.85686106402;1275403.4641792628
42772.16328965796;810751.7250413778
25201.550489292003;642862.7137566382
41441.752540245354;1086825.753933058
24985.977998606802;773360.6979872095
21331.98252499881;1500962.6151142884
23767.856326847163;768301.8020259616
49537.3453120124;1781211.4141488497
27494.29640724663;1420469.7265189185
37573.57542084604;1380215.5152247495
37028.69622089246;1090805.3740171348
31818.932565129653;886815.9435970848
54738.62969086179;1007224.9288462065
22875.693339919664;1077754.2259621231
35143.20337816978;1253648.3243637006
51554.761409840336;1102943.3514449215
28264.00659913399;744132.7041655211
